chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrXIV	222239	222650	YNL226W	YNL226W	+	singletons	Singletons_in_ComplementCluster
chrXIV	222724	224470	YNL225C	CNM67	-	WGD	WGD_in_WGDCluster
chrXIV	224796	227100	YNL224C	SQS1	-	singletons	Singletons_in_ComplementCluster
chrXIV	227370	228855	YNL223W	ATG4	+	singletons	Singletons_in_ComplementCluster
chrXIV	229094	229715	YNL222W	SSU72	+	singletons	Singletons_in_ComplementCluster
chrXIV	230105	230673	snR19		-	singletons	Singletons_in_ComplementCluster
chrXIV	231068	233696	YNL221C	POP1	-	singletons	Singletons_in_ComplementCluster
chrXIV	234413	235715	YNL220W	ADE12	+	singletons	Singletons_in_ComplementCluster
chrXIV	235996	237664	YNL219C	ALG9	-	singletons	Singletons_in_ComplementCluster
chrXIV	238238	240002	YNL218W	MGS1	+	singletons	Singletons_in_ComplementCluster
chrXIV	240331	241312	YNL217W	YNL217W	+	singletons	Singletons_in_ComplementCluster
chrXIV	241689	244173	YNL216W	RAP1	+	singletons	Singletons_in_ComplementCluster
chrXIV	244468	245431	YNL215W	IES2	+	singletons	Singletons_in_ComplementCluster
chrXIV	245617	246217	YNL214W	PEX17	+	singletons	Singletons_in_ComplementCluster
chrXIV	246460	247105	YNL213C	RRG9	-	singletons	Singletons_in_ComplementCluster
chrXIV	247461	249810	YNL212W	VID27	+	singletons	Singletons_in_ComplementCluster
chrXIV	250055	250316	YNL211C	YNL211C	-	singletons	Singletons_in_ComplementCluster
chrXIV	250931	251744	YNL210W	MER1	+	singletons	Singletons_in_ComplementCluster
chrXIV	252059	253901	YNL209W	SSB2	+	WGD	WGD_in_WGDCluster
chrXIV	254418	255018	YNL208W	YNL208W	+	singletons	Singletons_in_WGDCluster
chrXIV	255353	256631	YNL207W	RIO2	+	singletons	Singletons_in_WGDCluster
chrXIV	256788	258156	YNL206C	RTT106	-	singletons	Singletons_in_WGDCluster
chrXIV	258155	258578	YNL205C	YNL205C	-	singletons	Singletons_in_ComplementCluster
chrXIV	258375	259278	YNL204C	SPS18	-	WGD	WGD_in_WGDCluster
chrXIV	259439	260051	YNL203C	YNL203C	-	singletons	Singletons_in_WGDCluster
chrXIV	259578	260457	YNL202W	SPS19	+	SSD	SSD_in_WGDCluster
chrXIV	260627	263204	YNL201C	PSY2	-	singletons	Singletons_in_WGDCluster
chrXIV	263713	264454	YNL200C	NNR1	-	singletons	Singletons_in_WGDCluster
chrXIV	264926	266531	YNL199C	GCR2	-	singletons	Singletons_in_WGDCluster
chrXIV	266514	266817	YNL198C	YNL198C	-	singletons	Singletons_in_ComplementCluster
chrXIV	267608	269594	YNL197C	WHI3	-	WGD	WGD_in_WGDCluster
chrXIV	270275	271172	YNL196C	SLZ1	-	singletons	Singletons_in_WGDCluster
chrXIV	271523	272309	YNL195C	YNL195C	-	WGD	WGD_in_WGDCluster
chrXIV	272710	273616	YNL194C	YNL194C	-	WGD	WGD_in_WGDCluster
chrXIV	274368	276045	YNL193W	YNL193W	+	singletons	Singletons_in_ComplementCluster
chrXIV	276502	279898	YNL192W	CHS1	+	SSD	SSD_in_SSDCluster
chrXIV	280432	281506	YNL191W	DUG3	+	singletons	Singletons_in_SSDCluster
chrXIV	282395	283010	YNL190W	YNL190W	+	singletons	Singletons_in_SSDCluster
chrXIV	284260	285889	YNL189W	SRP1	+	SSD	SSD_in_SSDCluster
chrXIV	286308	287610	YNL188W	KAR1	+	singletons	Singletons_in_ComplementCluster
chrXIV	287995	289069	YNL187W	SWT21	+	singletons	Singletons_in_ComplementCluster
chrXIV	289499	291878	YNL186W	UBP10	+	singletons	Singletons_in_ComplementCluster
chrXIV	292194	292671	YNL185C	MRPL19	-	singletons	Singletons_in_ComplementCluster
chrXIV	292558	292885	YNL184C	YNL184C	-	singletons	Singletons_in_ComplementCluster
chrXIV	293138	295511	YNL183C	NPR1	-	WGD	WGD_in_WGDCluster
chrXIV	295961	297629	YNL182C	IPI3	-	singletons	Singletons_in_WGDCluster
chrXIV	298336	299560	YNL181W	PBR1	+	singletons	Singletons_in_WGDCluster
chrXIV	299655	300651	YNL180C	RHO5	-	singletons	Singletons_in_WGDCluster
chrXIV	300667	301105	YNL179C	YNL179C	-	singletons	Singletons_in_WGDCluster
chrXIV	302681	303404	YNL178W	RPS3	+	singletons	Singletons_in_WGDCluster
chrXIV	303687	304617	YNL177C	MRPL22	-	singletons	Singletons_in_WGDCluster
chrXIV	305071	306982	YNL176C	TDA7	-	WGD	WGD_in_WGDCluster
chrXIV	307402	308614	YNL175C	NOP13	-	singletons	Singletons_in_WGDCluster
chrXIV	308075	308648	YNL174W	YNL174W	+	singletons	Singletons_in_WGDCluster
chrXIV	308958	310059	YNL173C	MDG1	-	WGD	WGD_in_WGDCluster
chrXIV	310637	315884	YNL172W	APC1	+	singletons	Singletons_in_ComplementCluster
chrXIV	315630	315999	YNL171C	YNL171C	-	singletons	Singletons_in_ComplementCluster
chrXIV	315979	316375	YNL170W	YNL170W	+	singletons	Singletons_in_ComplementCluster
chrXIV	316170	317673	YNL169C	PSD1	-	SSD	SSD_in_SSDCluster
chrXIV	318031	318811	YNL168C	FMP41	-	singletons	Singletons_in_ComplementCluster
chrXIV	319417	321361	YNL167C	SKO1	-	singletons	Singletons_in_ComplementCluster
chrXIV	322220	323567	YNL166C	BNI5	-	singletons	Singletons_in_ComplementCluster
chrXIV	323833	325054	YNL165W	YNL165W	+	singletons	Singletons_in_ComplementCluster
chrXIV	325266	326322	YNL164C	IBD2	-	singletons	Singletons_in_ComplementCluster
chrXIV	326742	330075	YNL163C	RIA1	-	singletons	Singletons_in_ComplementCluster
chrXIV	330330	330549	YNL162W-A	YNL162W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	331323	332156	YNL162W	RPL42A	+	singletons	Singletons_in_ComplementCluster
chrXIV	332598	334869	YNL161W	CBK1	+	singletons	Singletons_in_WGDCluster
chrXIV	336546	337611	YNL160W	YGP1	+	WGD	WGD_in_WGDCluster
chrXIV	338479	339349	YNL159C	ASI2	-	singletons	Singletons_in_WGDCluster
chrXIV	339613	340210	YNL158W	PGA1	+	singletons	Singletons_in_WGDCluster
chrXIV	340353	340860	YNL157W	IGO1	+	WGD	WGD_in_WGDCluster
chrXIV	341070	341970	YNL156C	YNL156C	-	WGD	WGD_in_WGDCluster
chrXIV	342517	343342	YNL155W	CUZ1	+	singletons	Singletons_in_WGDCluster
chrXIV	343637	345278	YNL154C	YCK2	-	WGD	WGD_in_WGDCluster
chrXIV	345670	346060	YNL153C	GIM3	-	singletons	Singletons_in_WGDCluster
chrXIV	346314	347544	YNL152W	INN1	+	singletons	Singletons_in_WGDCluster
chrXIV	347767	348523	YNL151C	RPC31	-	singletons	Singletons_in_WGDCluster
chrXIV	349252	349660	YNL150W	YNL150W	+	singletons	Singletons_in_ComplementCluster
chrXIV	349368	349758	YNL149C	PGA2	-	singletons	Singletons_in_WGDCluster
chrXIV	349908	350673	YNL148C	ALF1	-	singletons	Singletons_in_WGDCluster
chrXIV	350941	351385	YNL147W	LSM7	+	SSD	SSD_in_WGDCluster
chrXIV	351387	351582	YNL146C-A	YNL146C-A	-	singletons	Singletons_in_ComplementCluster
chrXIV	351716	352019	YNL146W	YNL146W	+	singletons	Singletons_in_WGDCluster
chrXIV	352415	352532	YNL145W	MFA2	+	SSD	SSD_in_WGDCluster
chrXIV	352821	355044	YNL144C	YNL144C	-	WGD	WGD_in_WGDCluster
chrXIV	353062	353146	YNL144W-A	YNL144W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	356795	357188	YNL143C	YNL143C	-	singletons	Singletons_in_ComplementCluster
chrXIV	357454	358954	YNL142W	MEP2	+	singletons	Singletons_in_ComplementCluster
chrXIV	359597	360641	YNL141W	AAH1	+	singletons	Singletons_in_ComplementCluster
chrXIV	360918	361488	YNL140C	YNL140C	-	singletons	Singletons_in_ComplementCluster
chrXIV	360925	365719	YNL139C	THO2	-	singletons	Singletons_in_ComplementCluster
chrXIV	366034	366414	YNL138W-A	YSF3	+	singletons	Singletons_in_ComplementCluster
chrXIV	366742	368323	YNL138W	SRV2	+	singletons	Singletons_in_ComplementCluster
chrXIV	368596	370057	YNL137C	NAM9	-	singletons	Singletons_in_ComplementCluster
chrXIV	370369	371647	YNL136W	EAF7	+	singletons	Singletons_in_ComplementCluster
chrXIV	371883	372228	YNL135C	FPR1	-	SSD	SSD_in_SSDCluster
chrXIV	372452	373583	YNL134C	YNL134C	-	singletons	Singletons_in_ComplementCluster
chrXIV	374172	374694	YNL133C	FYV6	-	singletons	Singletons_in_ComplementCluster
chrXIV	375322	378493	YNL132W	KRE33	+	singletons	Singletons_in_ComplementCluster
chrXIV	378768	379227	YNL131W	TOM22	+	singletons	Singletons_in_ComplementCluster
chrXIV	379559	380833	YNL130C	CPT1	-	singletons	Singletons_in_ComplementCluster
chrXIV	381246	381393	YNL130C-A	DGR1	-	singletons	Singletons_in_ComplementCluster
chrXIV	381481	382204	YNL129W	NRK1	+	singletons	Singletons_in_ComplementCluster
chrXIV	382360	383665	YNL128W	TEP1	+	singletons	Singletons_in_ComplementCluster
chrXIV	383988	386850	YNL127W	FAR11	+	singletons	Singletons_in_ComplementCluster
chrXIV	387228	389769	YNL126W	SPC98	+	singletons	Singletons_in_ComplementCluster
chrXIV	390147	392169	YNL125C	ESBP6	-	SSD	SSD_in_SSDCluster
chrXIV	392893	394372	YNL124W	NAF1	+	singletons	Singletons_in_ComplementCluster
chrXIV	394686	397680	YNL123W	NMA111	+	singletons	Singletons_in_ComplementCluster
chrXIV	398024	398372	YNL122C	YNL122C	-	singletons	Singletons_in_ComplementCluster
chrXIV	398685	400539	YNL121C	TOM70	-	WGD	WGD_in_WGDCluster
chrXIV	401034	401520	YNL120C	YNL120C	-	singletons	Singletons_in_WGDCluster
chrXIV	401041	402523	YNL119W	NCS2	+	singletons	Singletons_in_WGDCluster
chrXIV	402653	405566	YNL118C	DCP2	-	singletons	Singletons_in_WGDCluster
chrXIV	406359	408024	YNL117W	MLS1	+	SSD	SSD_in_WGDCluster
chrXIV	408342	409911	YNL116W	DMA2	+	WGD	WGD_in_SSDCluster
chrXIV	410120	412055	YNL115C	YNL115C	-	singletons	Singletons_in_WGDCluster
chrXIV	412685	413057	YNL114C	YNL114C	-	singletons	Singletons_in_WGDCluster
chrXIV	412772	413201	YNL113W	RPC19	+	singletons	Singletons_in_WGDCluster
chrXIV	413640	416283	YNL112W	DBP2	+	singletons	Singletons_in_WGDCluster
chrXIV	416941	417304	YNL111C	CYB5	-	SSD	SSD_in_WGDCluster
chrXIV	417827	418490	YNL110C	NOP15	-	singletons	Singletons_in_WGDCluster
chrXIV	418965	419511	YNL109W	YNL109W	+	singletons	Singletons_in_WGDCluster
chrXIV	419015	419828	YNL108C	YNL108C	-	WGD	WGD_in_WGDCluster
chrXIV	420099	420780	YNL107W	YAF9	+	singletons	Singletons_in_WGDCluster
chrXIV	420945	424497	YNL106C	INP52	-	WGD	WGD_in_WGDCluster
chrXIV	424156	424585	YNL105W	RRT16	+	singletons	Singletons_in_WGDCluster
chrXIV	424896	426756	YNL104C	LEU4	-	WGD	WGD_in_WGDCluster
chrXIV	426720	426810	YNL103W-A	YNL103W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	427736	429755	YNL103W	YNL103W	+	singletons	Singletons_in_ComplementCluster
chrXIV	430088	434495	YNL102W	POL1	+	singletons	Singletons_in_ComplementCluster
chrXIV	435000	437142	YNL101W	AVT4	+	SSD	SSD_in_SSDCluster
chrXIV	437614	438319	YNL100W	YNL100W	+	singletons	Singletons_in_SSDCluster
chrXIV	438568	439285	YNL099C	OCA1	-	singletons	Singletons_in_SSDCluster
chrXIV	439603	440572	YNL098C	RAS2	-	WGD	WGD_in_SSDCluster
chrXIV	440798	440921	YNL097C-B	YNL097C-B	-	singletons	Singletons_in_ComplementCluster
chrXIV	441367	442360	YNL097C	PHO23	-	SSD	SSD_in_WGDCluster
chrXIV	441432	441588	YNL097W-A	YNL097W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	443399	444317	YNL096C	RPS7B	-	WGD	WGD_in_WGDCluster
chrXIV	444913	446842	YNL095C	YNL095C	-	WGD	WGD_in_WGDCluster
chrXIV	447612	449376	YNL094W	APP1	+	singletons	Singletons_in_WGDCluster
chrXIV	449869	450532	YNL093W	YPT53	+	WGD	WGD_in_WGDCluster
chrXIV	450872	452075	YNL092W	YNL092W	+	singletons	Singletons_in_ComplementCluster
chrXIV	452409	456132	YNL091W	NST1	+	singletons	Singletons_in_ComplementCluster
chrXIV	456566	457145	YNL090W	RHO2	+	singletons	Singletons_in_ComplementCluster
chrXIV	456694	457171	YNL089C	YNL089C	-	singletons	Singletons_in_ComplementCluster
chrXIV	457705	461992	YNL088W	TOP2	+	singletons	Singletons_in_ComplementCluster
chrXIV	462412	465949	YNL087W	TCB2	+	WGD	WGD_in_WGDCluster
chrXIV	466335	466644	YNL086W	SNN1	+	singletons	Singletons_in_ComplementCluster
chrXIV	467132	469625	YNL085W	MKT1	+	singletons	Singletons_in_ComplementCluster
chrXIV	470054	471104	YNL084C	END3	-	singletons	Singletons_in_ComplementCluster
chrXIV	471378	472863	YNL083W	YNL083W	+	singletons	Singletons_in_ComplementCluster
chrXIV	473392	476014	YNL082W	PMS1	+	SSD	SSD_in_SSDCluster
chrXIV	476189	476621	YNL081C	SWS2	-	singletons	Singletons_in_SSDCluster
chrXIV	476933	478034	YNL080C	EOS1	-	singletons	Singletons_in_SSDCluster
chrXIV	478567	479167	YNL079C	TPM1	-	WGD	WGD_in_SSDCluster
chrXIV	479769	480993	YNL078W	NIS1	+	singletons	Singletons_in_WGDCluster
chrXIV	481392	482979	YNL077W	APJ1	+	SSD	SSD_in_WGDCluster
chrXIV	483557	485312	YNL076W	MKS1	+	singletons	Singletons_in_WGDCluster
chrXIV	485608	486481	YNL075W	IMP4	+	SSD	SSD_in_WGDCluster
chrXIV	486767	488126	YNL074C	MLF3	-	WGD	WGD_in_SSDCluster
chrXIV	488387	490118	YNL073W	MSK1	+	SSD	SSD_in_WGDCluster
chrXIV	490318	491242	YNL072W	RNH201	+	singletons	Singletons_in_WGDCluster
chrXIV	491524	492973	YNL071W	LAT1	+	SSD	SSD_in_WGDCluster
chrXIV	493367	493550	YNL070W	TOM7	+	singletons	Singletons_in_WGDCluster
chrXIV	493957	495003	YNL069C	RPL16B	-	singletons	Singletons_in_ComplementCluster
chrXIV	495702	498291	YNL068C	FKH2	-	WGD	WGD_in_SSDCluster
chrXIV	498539	498686	YNL067W-A	YNL067W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	499418	499559	YNL067W-B	YNL067W-B	+	singletons	Singletons_in_ComplementCluster
chrXIV	499682	500258	YNL067W	RPL9B	+	SSD	SSD_in_WGDCluster
chrXIV	501516	502779	YNL066W	SUN4	+	WGD	WGD_in_SSDCluster
chrXIV	503725	505486	YNL065W	AQR1	+	WGD	WGD_in_SSDCluster
chrXIV	505869	507099	YNL064C	YDJ1	-	SSD	SSD_in_SSDCluster
chrXIV	507759	508704	YNL063W	MTQ1	+	singletons	Singletons_in_SSDCluster
chrXIV	508777	510214	YNL062C	GCD10	-	singletons	Singletons_in_SSDCluster
chrXIV	510541	512398	YNL061W	NOP2	+	SSD	SSD_in_SSDCluster
chrXIV	512669	514937	YNL059C	ARP5	-	singletons	Singletons_in_SSDCluster
chrXIV	515764	516715	YNL058C	YNL058C	-	WGD	WGD_in_SSDCluster
chrXIV	516404	516737	YNL057W	YNL057W	+	singletons	Singletons_in_WGDCluster
chrXIV	517250	517844	YNL056W	OCA2	+	SSD	SSD_in_WGDCluster
chrXIV	517995	518847	YNL055C	POR1	-	WGD	WGD_in_WGDCluster
chrXIV	519457	520780	YNL054W-A	YNL054W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	519457	524708	YNL054W-B	YNL054W-B	+	singletons	Singletons_in_ComplementCluster
chrXIV	526087	529585	YNL054W	VAC7	+	singletons	Singletons_in_ComplementCluster
chrXIV	529943	531413	YNL053W	MSG5	+	WGD	WGD_in_WGDCluster
chrXIV	531726	532188	YNL052W	COX5A	+	WGD	WGD_in_WGDCluster
chrXIV	532660	533872	YNL051W	COG5	+	singletons	Singletons_in_WGDCluster
chrXIV	534080	534984	YNL050C	YNL050C	-	singletons	Singletons_in_ComplementCluster
chrXIV	535282	537913	YNL049C	SFB2	-	WGD	WGD_in_WGDCluster
chrXIV	538174	539821	YNL048W	ALG11	+	SSD	SSD_in_WGDCluster
chrXIV	539912	541883	YNL047C	SLM2	-	WGD	WGD_in_WGDCluster
chrXIV	542305	542824	YNL046W	YNL046W	+	singletons	Singletons_in_ComplementCluster
chrXIV	542964	544980	YNL045W	LAP2	+	singletons	Singletons_in_ComplementCluster
chrXIV	545269	545879	YNL044W	YIP3	+	singletons	Singletons_in_ComplementCluster
chrXIV	545590	545911	YNL043C	YNL043C	-	singletons	Singletons_in_ComplementCluster
chrXIV	547114	547372	YNL042W-B	YNL042W-B	+	singletons	Singletons_in_ComplementCluster
chrXIV	548101	549292	YNL042W	BOP3	+	singletons	Singletons_in_ComplementCluster
chrXIV	549469	551989	YNL041C	COG6	-	singletons	Singletons_in_ComplementCluster
chrXIV	553381	554752	YNL040W	YNL040W	+	singletons	Singletons_in_ComplementCluster
chrXIV	555049	556834	YNL039W	BDP1	+	singletons	Singletons_in_ComplementCluster
chrXIV	557021	557785	YNL038W	GPI15	+	singletons	Singletons_in_ComplementCluster
chrXIV	557921	559004	YNL037C	IDH1	-	SSD	SSD_in_SSDCluster
chrXIV	559815	560481	YNL036W	NCE103	+	singletons	Singletons_in_ComplementCluster
chrXIV	568523	569693	YNL035C	YNL035C	-	singletons	Singletons_in_ComplementCluster
chrXIV	570478	572317	YNL034W	YNL034W	+	SSD	SSD_in_SSDCluster
chrXIV	573000	573855	YNL033W	YNL033W	+	SSD	SSD_in_SSDCluster
chrXIV	574507	575353	YNL032W	SIW14	+	SSD	SSD_in_SSDCluster
chrXIV	575641	576052	YNL031C	HHT2	-	SSD	SSD_in_SSDCluster
chrXIV	576728	577040	YNL030W	HHF2	+	SSD	SSD_in_SSDCluster
chrXIV	577206	578775	YNL029C	KTR5	-	WGD	WGD_in_SSDCluster
chrXIV	578680	578998	YNL028W	YNL028W	+	singletons	Singletons_in_ComplementCluster
chrXIV	579581	581618	YNL027W	CRZ1	+	singletons	Singletons_in_SSDCluster
chrXIV	581921	583376	YNL026W	SAM50	+	singletons	Singletons_in_SSDCluster
chrXIV	584321	585293	YNL025C	SSN8	-	SSD	SSD_in_SSDCluster
chrXIV	585588	585928	NME1	NME1	+	singletons	Singletons_in_ComplementCluster
chrXIV	586091	586177	snR66		+	singletons	Singletons_in_ComplementCluster
chrXIV	586603	586822	YNL024C-A	KSH1	-	singletons	Singletons_in_ComplementCluster
chrXIV	587108	587849	YNL024C	EFM6	-	SSD	SSD_in_SSDCluster
chrXIV	588264	591162	YNL023C	FAP1	-	singletons	Singletons_in_ComplementCluster
chrXIV	591428	592901	YNL022C	RCM1	-	singletons	Singletons_in_ComplementCluster
chrXIV	593228	595349	YNL021W	HDA1	+	singletons	Singletons_in_ComplementCluster
chrXIV	595624	597541	YNL020C	ARK1	-	WGD	WGD_in_WGDCluster
chrXIV	598377	599232	YNL019C	YNL019C	-	SSD	SSD_in_WGDCluster
chrXIV	599937	601776	YNL018C	YNL018C	-	SSD	SSD_in_WGDCluster
chrXIV	602139	602478	YNL017C	YNL017C	-	singletons	Singletons_in_ComplementCluster
chrXIV	602908	604270	YNL016W	PUB1	+	singletons	Singletons_in_WGDCluster
chrXIV	605385	605613	YNL015W	PBI2	+	singletons	Singletons_in_WGDCluster
chrXIV	606320	609455	YNL014W	HEF3	+	WGD	WGD_in_WGDCluster
chrXIV	609134	609512	YNL013C	YNL013C	-	singletons	Singletons_in_WGDCluster
chrXIV	609687	611667	YNL012W	SPO1	+	singletons	Singletons_in_WGDCluster
chrXIV	611837	613172	YNL011C	YNL011C	-	singletons	Singletons_in_WGDCluster
chrXIV	613636	614362	YNL010W	YNL010W	+	singletons	Singletons_in_WGDCluster
chrXIV	614822	616085	YNL009W	IDP3	+	WGD	WGD_in_WGDCluster
chrXIV	616212	618222	YNL008C	ASI3	-	WGD	WGD_in_WGDCluster
chrXIV	618509	619568	YNL007C	SIS1	-	singletons	Singletons_in_WGDCluster
chrXIV	620069	620981	YNL006W	LST8	+	singletons	Singletons_in_WGDCluster
chrXIV	621315	622431	YNL005C	MRP7	-	singletons	Singletons_in_WGDCluster
chrXIV	622917	624624	YNL004W	HRB1	+	WGD	WGD_in_WGDCluster
chrXIV	624977	625832	YNL003C	PET8	-	SSD	SSD_in_WGDCluster
chrXIV	626176	627145	YNL002C	RLP7	-	singletons	Singletons_in_WGDCluster
chrXIV	627458	628619	YNL001W	DOM34	+	WGD	WGD_in_WGDCluster
chrXIV	629624	631064	YNR001C	CIT1	-	WGD	WGD_in_WGDCluster
chrXIV	631265	631484	YNR001W-A	YNR001W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	633010	633859	YNR002C	ATO2	-	WGD	WGD_in_WGDCluster
chrXIV	634346	635300	YNR003C	RPC34	-	singletons	Singletons_in_ComplementCluster
chrXIV	634422	634521	YNR003W-A	YNR003W-A	+	singletons	Singletons_in_ComplementCluster
chrXIV	635945	636386	YNR004W	SWM2	+	singletons	Singletons_in_ComplementCluster
chrXIV	636933	637338	YNR005C	YNR005C	-	singletons	Singletons_in_ComplementCluster
chrXIV	636988	638857	YNR006W	VPS27	+	SSD	SSD_in_SSDCluster
chrXIV	639184	640117	YNR007C	ATG3	-	singletons	Singletons_in_SSDCluster
chrXIV	640398	642384	YNR008W	LRO1	+	singletons	Singletons_in_SSDCluster
chrXIV	642692	643442	YNR009W	NRM1	+	singletons	Singletons_in_SSDCluster
chrXIV	643746	644196	YNR010W	CSE2	+	singletons	Singletons_in_SSDCluster
chrXIV	644322	646953	YNR011C	PRP2	-	singletons	Singletons_in_SSDCluster
chrXIV	647434	648940	YNR012W	URK1	+	SSD	SSD_in_SSDCluster
chrXIV	649030	651715	YNR013C	PHO91	-	singletons	Singletons_in_ComplementCluster
chrXIV	652467	653106	YNR014W	YNR014W	+	WGD	WGD_in_WGDCluster
chrXIV	653389	654544	YNR015W	SMM1	+	singletons	Singletons_in_WGDCluster
chrXIV	654675	661377	YNR016C	ACC1	-	WGD	WGD_in_WGDCluster
chrXIV	662915	663584	YNR017W	TIM23	+	singletons	Singletons_in_WGDCluster
chrXIV	664272	664947	YNR018W	RCF2	+	singletons	Singletons_in_WGDCluster
chrXIV	665341	667270	YNR019W	ARE2	+	WGD	WGD_in_WGDCluster
chrXIV	667412	668225	YNR020C	YNR020C	-	singletons	Singletons_in_WGDCluster
chrXIV	668379	669594	YNR021W	YNR021W	+	singletons	Singletons_in_WGDCluster
chrXIV	669776	670196	YNR022C	MRPL50	-	singletons	Singletons_in_WGDCluster
chrXIV	670420	672121	YNR023W	SNF12	+	WGD	WGD_in_WGDCluster
chrXIV	672411	672972	YNR024W	MPP6	+	singletons	Singletons_in_WGDCluster
chrXIV	672704	673064	YNR025C	YNR025C	-	singletons	Singletons_in_ComplementCluster
chrXIV	673276	674692	YNR026C	SEC12	-	WGD	WGD_in_WGDCluster
chrXIV	674925	675879	YNR027W	BUD17	+	SSD	SSD_in_WGDCluster
chrXIV	676179	677106	YNR028W	CPR8	+	WGD	WGD_in_WGDCluster
chrXIV	677201	678491	YNR029C	YNR029C	-	singletons	Singletons_in_WGDCluster
chrXIV	678801	680457	YNR030W	ALG12	+	singletons	Singletons_in_WGDCluster
chrXIV	680696	685436	YNR031C	SSK2	-	WGD	WGD_in_WGDCluster
chrXIV	686012	687119	YNR032W	PPG1	+	singletons	Singletons_in_WGDCluster
chrXIV	687245	687467	YNR032C-A	HUB1	-	singletons	Singletons_in_WGDCluster
chrXIV	687637	690001	YNR033W	ABZ1	+	SSD	SSD_in_WGDCluster
chrXIV	690323	691289	YNR034W	SOL1	+	WGD	WGD_in_WGDCluster
chrXIV	692563	692860	YNR034W-A	EGO4	+	WGD	WGD_in_WGDCluster
chrXIV	693021	694050	YNR035C	ARC35	-	singletons	Singletons_in_ComplementCluster
chrXIV	694363	694825	YNR036C	MRPS12	-	singletons	Singletons_in_ComplementCluster
chrXIV	695054	695330	YNR037C	RSM19	-	singletons	Singletons_in_ComplementCluster
chrXIV	695597	697487	YNR038W	DBP6	+	singletons	Singletons_in_ComplementCluster
chrXIV	697616	699434	YNR039C	ZRG17	-	singletons	Singletons_in_ComplementCluster
chrXIV	699692	700463	YNR040W	YNR040W	+	singletons	Singletons_in_ComplementCluster
chrXIV	700543	701662	YNR041C	COQ2	-	singletons	Singletons_in_ComplementCluster
chrXIV	701240	701669	YNR042W	YNR042W	+	singletons	Singletons_in_ComplementCluster
chrXIV	701897	703088	YNR043W	MVD1	+	singletons	Singletons_in_ComplementCluster
chrXIV	703701	705879	YNR044W	AGA1	+	WGD	WGD_in_WGDCluster
chrXIV	706141	707611	YNR045W	PET494	+	singletons	Singletons_in_WGDCluster
chrXIV	707790	708198	YNR046W	TRM112	+	singletons	Singletons_in_WGDCluster
chrXIV	708525	711207	YNR047W	FPK1	+	WGD	WGD_in_WGDCluster
chrXIV	711632	712814	YNR048W	YNR048W	+	WGD	WGD_in_WGDCluster
chrXIV	713025	713658	YNR049C	MSO1	-	singletons	Singletons_in_ComplementCluster
chrXIV	714050	715391	YNR050C	LYS9	-	singletons	Singletons_in_ComplementCluster
chrXIV	716122	716287	snR49		+	singletons	Singletons_in_ComplementCluster
chrXIV	716782	718330	YNR051C	BRE5	-	singletons	Singletons_in_ComplementCluster
chrXIV	719348	720650	YNR052C	POP2	-	singletons	Singletons_in_ComplementCluster
chrXIV	721122	723114	YNR053C	NOG2	-	SSD	SSD_in_SSDCluster
chrXIV	721939	722213	snR191		-	singletons	Singletons_in_ComplementCluster
